id,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date
4682,Kepler-1061 b,1772,4.58 Earths,13.319,2016
4683,Kepler-1062 b,1296,3.75 Earths,15.095,2016
4684,Kepler-1063 b,1120,2.83 Earths,13.029,2016
4685,Kepler-1064 b,1220,3.02 Earths,13.958,2016
4686,Kepler-1065 b,3662,13.4 Earths,15.744,2016
4687,Kepler-1065 c,3662,3.19 Earths,15.744,2016
4688,Kepler-1066 b,1123,6.17 Earths,13.115,2016
4689,Kepler-1067 b,2178,0.437 Earths,14.395,2016
4690,Kepler-1067 c,2178,3.7 Earths,14.395,2021
4691,Kepler-1068 b,4807,12.8 Earths,16.096,2016
4692,Kepler-1069 b,2270,3.19 Earths,13.234,2016
4693,Kepler-106 b,1449,5.3 Earths,12.923,2014
4694,Kepler-106 c,1449,10.44 Earths,12.923,2014
4695,Kepler-106 d,1449,8.1 Earths,12.923,2014
4696,Kepler-106 e,1449,11.17 Earths,12.923,2014
4697,Kepler-1070 b,3063,3.64 Earths,14.133,2016
4698,Kepler-1071 b,3400,6.26 Earths,15.881,2016
4699,Kepler-1072 b,3206,3.12 Earths,13.972,2016
4700,Kepler-1056 b,3205,9.32 Earths,14.772,2016
4701,Kepler-1057 b,3920,11.2 Earths,15.825,2016
4702,Kepler-1058 b,1605,7.85 Earths,15.869,2016
4703,Kepler-1059 b,2326,3.64 Earths,15.785,2016
4704,Kepler-105 b,1498,5.1 Earths,12.981,2013
4705,Kepler-105 c,1498,4.6 Earths,12.981,2014
4706,Kepler-1060 b,3088,6.26 Earths,14.827,2016
4707,Kepler-1061 b,1772,4.58 Earths,13.319,2016
4708,Kepler-1062 b,1296,3.75 Earths,15.095,2016
4709,Kepler-1063 b,1120,2.83 Earths,13.029,2016
4710,Kepler-1064 b,1220,3.02 Earths,13.958,2016
4711,Kepler-1065 b,3662,13.4 Earths,15.744,2016
4712,Kepler-1065 c,3662,3.19 Earths,15.744,2016
4713,Kepler-1066 b,1123,6.17 Earths,13.115,2016
4714,Kepler-1067 b,2178,0.437 Earths,14.395,2016
4715,Kepler-1067 c,2178,3.7 Earths,14.395,2021
4716,Kepler-1068 b,4807,12.8 Earths,16.096,2016
4717,Kepler-1069 b,2270,3.19 Earths,13.234,2016
4718,Kepler-106 b,1449,5.3 Earths,12.923,2014
4719,Kepler-106 c,1449,10.44 Earths,12.923,2014
4720,Kepler-106 d,1449,8.1 Earths,12.923,2014
4721,Kepler-106 e,1449,11.17 Earths,12.923,2014
4722,Kepler-1070 b,3063,3.64 Earths,14.133,2016
4723,Kepler-1071 b,3400,6.26 Earths,15.881,2016
4724,Kepler-1072 b,3206,3.12 Earths,13.972,2016
4725,Kepler-1073 b,2642,5.9 Earths,14.749,2016
4726,Kepler-1073 c,2642,3.33 Earths,14.749,2016
4727,Kepler-1073 d,2642,2.82 Earths,14.749,2021
4728,Kepler-1074 b,818,2.1 Earths,15.599,2016
4729,Kepler-1075 b,950,2.6 Earths,15.909,2016
4730,Kepler-1076 b,649,0.437 Earths,13.175,2016
4731,Kepler-1077 b,3593,8.1 Earths,14.923,2016
4732,Kepler-1078 b,8095,4.27 Earths,15.703,2016
4733,Kepler-1079 b,1928,3.29 Earths,12.78,2016
4734,Kepler-107 b,1716,3.8 Earths,12.543,2014
4735,Kepler-107 c,1716,10 Earths,12.543,2014
4736,Kepler-107 d,1716,7.7 Earths,12.543,2014
4737,Kepler-107 e,1716,14.1 Earths,12.543,2014
4738,Kepler-1080 b,4511,10.8 Earths,13.486,2016
4739,Kepler-1081 b,1371,1.01 Earths,13.827,2016
4740,Kepler-1082 b,2412,1.46 Earths,13.444,2016
4741,Kepler-1083 b,2944,11.2 Earths,16.103,2016
4742,Kepler-1084 b,1323,1.41 Earths,12.015,2016
4743,Kepler-1085 b,4451,0.13 Jupiters,15.273,2016
4744,Kepler-1085 c,4451,10.7 Earths,15.273,2020
4745,Kepler-1086 b,1520,6.53 Earths,16.002,2016
4746,Kepler-1086 c,1520,8.96 Earths,16.002,2016
4747,Kepler-1087 b,1183,0.165 Earths,12.973,2016
4748,Kepler-1088 b,915,2.6 Earths,11.472,2016
4749,Kepler-1089 b,846,4.01 Earths,16.233,2016
4750,Kepler-1073 b,2642,5.9 Earths,14.749,2016
4751,Kepler-1073 c,2642,3.33 Earths,14.749,2016
4752,Kepler-1073 d,2642,2.82 Earths,14.749,2021
4753,Kepler-1074 b,818,2.1 Earths,15.599,2016
4754,Kepler-1075 b,950,2.6 Earths,15.909,2016
4755,Kepler-1076 b,649,0.437 Earths,13.175,2016
4756,Kepler-1077 b,3593,8.1 Earths,14.923,2016
4757,Kepler-1078 b,8095,4.27 Earths,15.703,2016
4758,Kepler-1079 b,1928,3.29 Earths,12.78,2016
4759,Kepler-107 b,1716,3.8 Earths,12.543,2014
4760,Kepler-107 c,1716,10 Earths,12.543,2014
4761,Kepler-107 d,1716,7.7 Earths,12.543,2014
4762,Kepler-107 e,1716,14.1 Earths,12.543,2014
4763,Kepler-1080 b,4511,10.8 Earths,13.486,2016
4764,Kepler-1081 b,1371,1.01 Earths,13.827,2016
4765,Kepler-1082 b,2412,1.46 Earths,13.444,2016
4766,Kepler-1083 b,2944,11.2 Earths,16.103,2016
4767,Kepler-1084 b,1323,1.41 Earths,12.015,2016
4768,Kepler-1085 b,4451,0.13 Jupiters,15.273,2016
4769,Kepler-1085 c,4451,10.7 Earths,15.273,2020
4770,Kepler-1086 b,1520,6.53 Earths,16.002,2016
4771,Kepler-1086 c,1520,8.96 Earths,16.002,2016
4772,Kepler-1087 b,1183,0.165 Earths,12.973,2016
4773,Kepler-1088 b,915,2.6 Earths,11.472,2016
4774,Kepler-1089 b,846,4.01 Earths,16.233,2016
4775,Kepler-1073 b,2642,5.9 Earths,14.749,2016
4776,Kepler-1073 c,2642,3.33 Earths,14.749,2016
4777,Kepler-1073 d,2642,2.82 Earths,14.749,2021
4778,Kepler-1074 b,818,2.1 Earths,15.599,2016
4779,Kepler-1075 b,950,2.6 Earths,15.909,2016
4780,Kepler-1076 b,649,0.437 Earths,13.175,2016
4781,Kepler-1077 b,3593,8.1 Earths,14.923,2016
4782,Kepler-1078 b,8095,4.27 Earths,15.703,2016
4783,Kepler-1079 b,1928,3.29 Earths,12.78,2016
4784,Kepler-107 b,1716,3.8 Earths,12.543,2014
4785,Kepler-107 c,1716,10 Earths,12.543,2014
4786,Kepler-107 d,1716,7.7 Earths,12.543,2014
4787,Kepler-107 e,1716,14.1 Earths,12.543,2014
4788,Kepler-1080 b,4511,10.8 Earths,13.486,2016
4789,Kepler-1081 b,1371,1.01 Earths,13.827,2016
4790,Kepler-1082 b,2412,1.46 Earths,13.444,2016
4791,Kepler-1083 b,2944,11.2 Earths,16.103,2016
4792,Kepler-1084 b,1323,1.41 Earths,12.015,2016
4793,Kepler-1085 b,4451,0.13 Jupiters,15.273,2016
4794,Kepler-1085 c,4451,10.7 Earths,15.273,2020
4795,Kepler-1086 b,1520,6.53 Earths,16.002,2016
4796,Kepler-1086 c,1520,8.96 Earths,16.002,2016
4797,Kepler-1087 b,1183,0.165 Earths,12.973,2016
4798,Kepler-1088 b,915,2.6 Earths,11.472,2016
4799,Kepler-1089 b,846,4.01 Earths,16.233,2016
4800,Kepler-108 b,1105,0.176 Jupiters,12.657,2014
4801,Kepler-108 c,1105,0.16 Jupiters,12.657,2014
4802,Kepler-1090 b,2801,5.69 Earths,15.31,2016
4803,Kepler-1090 c,2801,10.9 Earths,15.31,2021
4804,Kepler-1091 b,2982,2.73 Earths,14.874,2016
4805,Kepler-1092 b,3201,4.94 Earths,14.659,2016
4806,Kepler-1093 b,3500,4.46 Earths,13.781,2016
4807,Kepler-1093 c,3500,4.5 Earths,13.781,2016
4808,Kepler-1094 b,4211,10.2 Earths,15.318,2016
4809,Kepler-1095 b,2585,1.92 Earths,14.597,2016
4810,Kepler-1096 b,1233,2.07 Earths,15.438,2016
4811,Kepler-1097 b,2348,10.7 Earths,15.652,2016
4812,Kepler-1098 b,3422,2.24 Earths,14.886,2016
4813,Kepler-1099 b,3336,8.4 Earths,15.137,2016
4814,Kepler-109 b,1549,4.9 Earths,12.398,2014
4815,Kepler-109 c,1549,8.2 Earths,12.398,2014
4816,Kepler-10 b,605,3.26 Earths,11.043,2011
4817,Kepler-10 c,605,11.4 Earths,11.043,2011
4818,Kepler-10 d,605,12.68 Earths,11.043,2023
4819,Kepler-1100 b,2263,3.71 Earths,13.952,2016
4820,Kepler-1101 b,2422,6.66 Earths,15.156,2016
4821,Kepler-1102 b,4065,7.56 Earths,14.928,2016
4822,Kepler-1103 b,4345,5.77 Earths,14.294,2016
4823,Kepler-1104 b,1731,2.04 Earths,12.125,2016
4824,Kepler-1105 b,1037,4.7 Earths,15.315,2016
4825,Kepler-1106 b,3558,3.36 Earths,14.863,2016
4826,Kepler-1107 b,1399,2.36 Earths,14.315,2016
4827,Kepler-1108 b,2504,2.73 Earths,15.132,2016
4828,Kepler-1109 b,2235,5.43 Earths,14.405,2016
4829,Kepler-110 b,1913,4.01 Earths,13.003,2014
4830,Kepler-110 c,1913,5.52 Earths,13.003,2014
4831,Kepler-1110 b,2371,7.56 Earths,16.274,2016
4832,Kepler-1111 b,2745,4.66 Earths,14.88,2016
4833,Kepler-1112 b,5452,9.38 Earths,14.74,2016
4834,Kepler-1113 b,3503,8.3 Earths,14.943,2016
4835,Kepler-1114 b,1365,2.39 Earths,13.935,2016
4836,Kepler-1115 b,3207,3.53 Earths,11.983,2016
4837,Kepler-1116 b,3290,6.99 Earths,15.424,2016
4838,Kepler-1117 b,1854,1.41 Earths,14.15,2016
4839,Kepler-1118 b,2898,7.95 Earths,15.238,2016
4840,Kepler-1119 b,5732,4.35 Earths,15.296,2016
4841,Kepler-111 b,2144,3.12 Earths,13.543,2014
4842,Kepler-111 c,2144,0.132 Jupiters,13.543,2014
4843,Kepler-1120 b,2007,2.48 Earths,15.494,2016
4844,Kepler-1121 b,1572,4.31 Earths,12.144,2016
4845,Kepler-1122 b,4014,4.82 Earths,15.405,2016
4846,Kepler-1123 b,2298,3.43 Earths,14.933,2016
4847,Kepler-1124 b,946,2.18 Earths,16.745,2016
4848,Kepler-1125 b,6561,4.04 Earths,15.042,2016
4849,Kepler-1126 b,2074,3.64 Earths,14.221,2016
4850,Kepler-108 b,1105,0.176 Jupiters,12.657,2014
4851,Kepler-108 c,1105,0.16 Jupiters,12.657,2014
4852,Kepler-1090 b,2801,5.69 Earths,15.31,2016
4853,Kepler-1090 c,2801,10.9 Earths,15.31,2021
4854,Kepler-1091 b,2982,2.73 Earths,14.874,2016
4855,Kepler-1092 b,3201,4.94 Earths,14.659,2016
4856,Kepler-1093 b,3500,4.46 Earths,13.781,2016
4857,Kepler-1093 c,3500,4.5 Earths,13.781,2016
4858,Kepler-1094 b,4211,10.2 Earths,15.318,2016
4859,Kepler-1095 b,2585,1.92 Earths,14.597,2016
4860,Kepler-1096 b,1233,2.07 Earths,15.438,2016
4861,Kepler-1097 b,2348,10.7 Earths,15.652,2016
4862,Kepler-1098 b,3422,2.24 Earths,14.886,2016
4863,Kepler-1099 b,3336,8.4 Earths,15.137,2016
4864,Kepler-109 b,1549,4.9 Earths,12.398,2014
4865,Kepler-109 c,1549,8.2 Earths,12.398,2014
4866,Kepler-10 b,605,3.26 Earths,11.043,2011
4867,Kepler-10 c,605,11.4 Earths,11.043,2011
4868,Kepler-10 d,605,12.68 Earths,11.043,2023
4869,Kepler-1100 b,2263,3.71 Earths,13.952,2016
4870,Kepler-1101 b,2422,6.66 Earths,15.156,2016
4871,Kepler-1102 b,4065,7.56 Earths,14.928,2016
4872,Kepler-1103 b,4345,5.77 Earths,14.294,2016
4873,Kepler-1104 b,1731,2.04 Earths,12.125,2016
4874,Kepler-1105 b,1037,4.7 Earths,15.315,2016
4875,Kepler-1106 b,3558,3.36 Earths,14.863,2016
4876,Kepler-1107 b,1399,2.36 Earths,14.315,2016
4877,Kepler-1108 b,2504,2.73 Earths,15.132,2016
4878,Kepler-1109 b,2235,5.43 Earths,14.405,2016
4879,Kepler-110 b,1913,4.01 Earths,13.003,2014
4880,Kepler-110 c,1913,5.52 Earths,13.003,2014
4881,Kepler-1110 b,2371,7.56 Earths,16.274,2016
4882,Kepler-1111 b,2745,4.66 Earths,14.88,2016
4883,Kepler-1112 b,5452,9.38 Earths,14.74,2016
4884,Kepler-1113 b,3503,8.3 Earths,14.943,2016
4885,Kepler-1114 b,1365,2.39 Earths,13.935,2016
4886,Kepler-1115 b,3207,3.53 Earths,11.983,2016
4887,Kepler-1116 b,3290,6.99 Earths,15.424,2016
4888,Kepler-1117 b,1854,1.41 Earths,14.15,2016
4889,Kepler-1118 b,2898,7.95 Earths,15.238,2016
4890,Kepler-1119 b,5732,4.35 Earths,15.296,2016
4891,Kepler-111 b,2144,3.12 Earths,13.543,2014
4892,Kepler-111 c,2144,0.132 Jupiters,13.543,2014
4893,Kepler-1120 b,2007,2.48 Earths,15.494,2016
4894,Kepler-1121 b,1572,4.31 Earths,12.144,2016
4895,Kepler-1122 b,4014,4.82 Earths,15.405,2016
4896,Kepler-1123 b,2298,3.43 Earths,14.933,2016
4897,Kepler-1124 b,946,2.18 Earths,16.745,2016
4898,Kepler-1125 b,6561,4.04 Earths,15.042,2016
4899,Kepler-1126 b,2074,3.64 Earths,14.221,2016
4900,Kepler-1106 b,3558,3.36 Earths,14.863,2016
4901,Kepler-1107 b,1399,2.36 Earths,14.315,2016
4902,Kepler-1108 b,2504,2.73 Earths,15.132,2016
4903,Kepler-1109 b,2235,5.43 Earths,14.405,2016
4904,Kepler-110 b,1913,4.01 Earths,13.003,2014
4905,Kepler-110 c,1913,5.52 Earths,13.003,2014
4906,Kepler-1110 b,2371,7.56 Earths,16.274,2016
4907,Kepler-1111 b,2745,4.66 Earths,14.88,2016
4908,Kepler-1112 b,5452,9.38 Earths,14.74,2016
4909,Kepler-1113 b,3503,8.3 Earths,14.943,2016
4910,Kepler-1114 b,1365,2.39 Earths,13.935,2016
4911,Kepler-1115 b,3207,3.53 Earths,11.983,2016
4912,Kepler-1116 b,3290,6.99 Earths,15.424,2016
4913,Kepler-1117 b,1854,1.41 Earths,14.15,2016
4914,Kepler-1118 b,2898,7.95 Earths,15.238,2016
4915,Kepler-1119 b,5732,4.35 Earths,15.296,2016
4916,Kepler-111 b,2144,3.12 Earths,13.543,2014
4917,Kepler-111 c,2144,0.132 Jupiters,13.543,2014
4918,Kepler-1120 b,2007,2.48 Earths,15.494,2016
4919,Kepler-1121 b,1572,4.31 Earths,12.144,2016
4920,Kepler-1122 b,4014,4.82 Earths,15.405,2016
4921,Kepler-1123 b,2298,3.43 Earths,14.933,2016
4922,Kepler-1124 b,946,2.18 Earths,16.745,2016
4923,Kepler-1125 b,6561,4.04 Earths,15.042,2016
4924,Kepler-1126 b,2074,3.64 Earths,14.221,2016
4925,Kepler-1126 c,2074,2.7 Earths,14.221,2023
4926,Kepler-1127 b,2748,4.5 Earths,15.162,2016
4927,Kepler-1128 b,3534,12.9 Earths,15.934,2016
4928,Kepler-1129 b,3862,9.06 Earths,15.661,2016
4929,Kepler-1129 c,3862,7.9 Earths,15.661,2016
4930,Kepler-112 b,1674,6.17 Earths,13.927,2014
4931,Kepler-112 c,1674,6.35 Earths,13.927,2014
4932,Kepler-1130 b,813,0.437 Earths,12.509,2016
4933,Kepler-1130 c,813,0.422 Earths,12.509,2021
4934,Kepler-1130 d,813,0.202 Earths,12.509,2021
4935,Kepler-1131 b,3362,3.15 Earths,15.01,2016
4936,Kepler-1132 b,2831,6.12 Earths,15.818,2016
4937,Kepler-1133 b,2457,4.54 Earths,14.785,2016
4938,Kepler-1134 b,3081,7.46 Earths,16.233,2016
4939,Kepler-1135 b,4288,4.08 Earths,14.545,2016
4940,Kepler-1136 b,1603,3.33 Earths,16.037,2016
4941,Kepler-1137 b,3007,5.48 Earths,12.827,2016
4942,Kepler-1138 b,2846,3.53 Earths,15.885,2016
4943,Kepler-1139 b,1615,1.81 Earths,14.229,2016
4944,Kepler-113 b,856,11.7 Earths,13.655,2014
4945,Kepler-113 c,856,8.7 Earths,13.655,2014
4946,Kepler-1140 b,2141,8.1 Earths,15.751,2016
4947,Kepler-1141 b,1284,0.477 Earths,12.403,2016
4948,Kepler-1142 b,4154,2.76 Earths,14.505,2016
4949,Kepler-1143 b,1811,3.43 Earths,15.493,2016
4950,Kepler-1106 b,3558,3.36 Earths,14.863,2016
4951,Kepler-1107 b,1399,2.36 Earths,14.315,2016
4952,Kepler-1108 b,2504,2.73 Earths,15.132,2016
4953,Kepler-1109 b,2235,5.43 Earths,14.405,2016
4954,Kepler-110 b,1913,4.01 Earths,13.003,2014
4955,Kepler-110 c,1913,5.52 Earths,13.003,2014
4956,Kepler-1110 b,2371,7.56 Earths,16.274,2016
4957,Kepler-1111 b,2745,4.66 Earths,14.88,2016
4958,Kepler-1112 b,5452,9.38 Earths,14.74,2016
4959,Kepler-1113 b,3503,8.3 Earths,14.943,2016
4960,Kepler-1114 b,1365,2.39 Earths,13.935,2016
4961,Kepler-1115 b,3207,3.53 Earths,11.983,2016
4962,Kepler-1116 b,3290,6.99 Earths,15.424,2016
4963,Kepler-1117 b,1854,1.41 Earths,14.15,2016
4964,Kepler-1118 b,2898,7.95 Earths,15.238,2016
4965,Kepler-1119 b,5732,4.35 Earths,15.296,2016
4966,Kepler-111 b,2144,3.12 Earths,13.543,2014
4967,Kepler-111 c,2144,0.132 Jupiters,13.543,2014
4968,Kepler-1120 b,2007,2.48 Earths,15.494,2016
4969,Kepler-1121 b,1572,4.31 Earths,12.144,2016
4970,Kepler-1122 b,4014,4.82 Earths,15.405,2016
4971,Kepler-1123 b,2298,3.43 Earths,14.933,2016
4972,Kepler-1124 b,946,2.18 Earths,16.745,2016
4973,Kepler-1125 b,6561,4.04 Earths,15.042,2016
4974,Kepler-1126 b,2074,3.64 Earths,14.221,2016
4975,Kepler-1126 c,2074,2.7 Earths,14.221,2023
4976,Kepler-1127 b,2748,4.5 Earths,15.162,2016
4977,Kepler-1128 b,3534,12.9 Earths,15.934,2016
4978,Kepler-1129 b,3862,9.06 Earths,15.661,2016
4979,Kepler-1129 c,3862,7.9 Earths,15.661,2016
4980,Kepler-112 b,1674,6.17 Earths,13.927,2014
4981,Kepler-112 c,1674,6.35 Earths,13.927,2014
4982,Kepler-1130 b,813,0.437 Earths,12.509,2016
4983,Kepler-1130 c,813,0.422 Earths,12.509,2021
4984,Kepler-1130 d,813,0.202 Earths,12.509,2021
4985,Kepler-1131 b,3362,3.15 Earths,15.01,2016
4986,Kepler-1132 b,2831,6.12 Earths,15.818,2016
4987,Kepler-1133 b,2457,4.54 Earths,14.785,2016
4988,Kepler-1134 b,3081,7.46 Earths,16.233,2016
4989,Kepler-1135 b,4288,4.08 Earths,14.545,2016
4990,Kepler-1136 b,1603,3.33 Earths,16.037,2016
4991,Kepler-1137 b,3007,5.48 Earths,12.827,2016
4992,Kepler-1138 b,2846,3.53 Earths,15.885,2016
4993,Kepler-1139 b,1615,1.81 Earths,14.229,2016
4994,Kepler-113 b,856,11.7 Earths,13.655,2014
4995,Kepler-113 c,856,8.7 Earths,13.655,2014
4996,Kepler-1140 b,2141,8.1 Earths,15.751,2016
4997,Kepler-1141 b,1284,0.477 Earths,12.403,2016
4998,Kepler-1142 b,4154,2.76 Earths,14.505,2016
4999,Kepler-1143 b,1811,3.43 Earths,15.493,2016
5000,Kepler-1143 c,1811,12.6 Earths,15.493,2016
5001,Kepler-1144 b,3721,4.62 Earths,14.943,2016
5002,Kepler-1145 b,2257,2.54 Earths,15.471,2016
5003,Kepler-1146 b,2293,2.04 Earths,15.953,2016
5004,Kepler-1147 b,5406,7.32 Earths,15.613,2016
5005,Kepler-1148 b,2041,3.5 Earths,15.533,2016
5006,Kepler-1149 b,3972,2.67 Earths,15.146,2016
5007,Kepler-114 b,847,6.8 Earths,13.961,2014
5008,Kepler-114 c,847,2.8 Earths,13.961,2013
5009,Kepler-114 d,847,3.9 Earths,13.961,2013
5010,Kepler-1150 b,1169,1.04 Earths,14.748,2016
5011,Kepler-1151 b,2226,5.56 Earths,15.005,2016
5012,Kepler-1152 b,702,0.59 Earths,15.31,2016
5013,Kepler-1153 b,3652,3.64 Earths,15.767,2016
5014,Kepler-1154 b,4763,6.08 Earths,14.953,2016
5015,Kepler-1154 c,4763,6.17 Earths,14.953,2016
5016,Kepler-1155 b,3682,4.78 Earths,14.799,2016
5017,Kepler-1156 b,2255,2.3 Earths,14.262,2016
5018,Kepler-1157 b,1116,1.32 Earths,14.603,2016
5019,Kepler-1158 b,4842,6.08 Earths,13.618,2016
5020,Kepler-1159 b,3959,6.21 Earths,14.678,2016
5021,Kepler-115 b,2034,1.32 Earths,13.545,2014
5022,Kepler-115 c,2034,7.27 Earths,13.545,2014
5023,Kepler-1160 b,3515,5.22 Earths,16.006,2016
5024,Kepler-1161 b,1787,5.18 Earths,16.163,2016
5025,Kepler-1126 c,2074,2.7 Earths,14.221,2023
5026,Kepler-1127 b,2748,4.5 Earths,15.162,2016
5027,Kepler-1128 b,3534,12.9 Earths,15.934,2016
5028,Kepler-1129 b,3862,9.06 Earths,15.661,2016
5029,Kepler-1129 c,3862,7.9 Earths,15.661,2016
5030,Kepler-112 b,1674,6.17 Earths,13.927,2014
5031,Kepler-112 c,1674,6.35 Earths,13.927,2014
5032,Kepler-1130 b,813,0.437 Earths,12.509,2016
5033,Kepler-1130 c,813,0.422 Earths,12.509,2021
5034,Kepler-1130 d,813,0.202 Earths,12.509,2021
5035,Kepler-1131 b,3362,3.15 Earths,15.01,2016
5036,Kepler-1132 b,2831,6.12 Earths,15.818,2016
5037,Kepler-1133 b,2457,4.54 Earths,14.785,2016
5038,Kepler-1134 b,3081,7.46 Earths,16.233,2016
5039,Kepler-1135 b,4288,4.08 Earths,14.545,2016
5040,Kepler-1136 b,1603,3.33 Earths,16.037,2016
5041,Kepler-1137 b,3007,5.48 Earths,12.827,2016
5042,Kepler-1138 b,2846,3.53 Earths,15.885,2016
5043,Kepler-1139 b,1615,1.81 Earths,14.229,2016
5044,Kepler-113 b,856,11.7 Earths,13.655,2014
5045,Kepler-113 c,856,8.7 Earths,13.655,2014
5046,Kepler-1140 b,2141,8.1 Earths,15.751,2016
5047,Kepler-1141 b,1284,0.477 Earths,12.403,2016
5048,Kepler-1142 b,4154,2.76 Earths,14.505,2016
5049,Kepler-1143 b,1811,3.43 Earths,15.493,2016
5050,Kepler-1143 c,1811,12.6 Earths,15.493,2016
5051,Kepler-1144 b,3721,4.62 Earths,14.943,2016
5052,Kepler-1145 b,2257,2.54 Earths,15.471,2016
5053,Kepler-1146 b,2293,2.04 Earths,15.953,2016
5054,Kepler-1147 b,5406,7.32 Earths,15.613,2016
5055,Kepler-1148 b,2041,3.5 Earths,15.533,2016
5056,Kepler-1149 b,3972,2.67 Earths,15.146,2016
5057,Kepler-114 b,847,6.8 Earths,13.961,2014
5058,Kepler-114 c,847,2.8 Earths,13.961,2013
5059,Kepler-114 d,847,3.9 Earths,13.961,2013
5060,Kepler-1150 b,1169,1.04 Earths,14.748,2016
5061,Kepler-1151 b,2226,5.56 Earths,15.005,2016
5062,Kepler-1152 b,702,0.59 Earths,15.31,2016
5063,Kepler-1153 b,3652,3.64 Earths,15.767,2016
5064,Kepler-1154 b,4763,6.08 Earths,14.953,2016
5065,Kepler-1154 c,4763,6.17 Earths,14.953,2016
5066,Kepler-1155 b,3682,4.78 Earths,14.799,2016
5067,Kepler-1156 b,2255,2.3 Earths,14.262,2016
5068,Kepler-1157 b,1116,1.32 Earths,14.603,2016
5069,Kepler-1158 b,4842,6.08 Earths,13.618,2016
5070,Kepler-1159 b,3959,6.21 Earths,14.678,2016
5071,Kepler-115 b,2034,1.32 Earths,13.545,2014
5072,Kepler-115 c,2034,7.27 Earths,13.545,2014
5073,Kepler-1160 b,3515,5.22 Earths,16.006,2016
5074,Kepler-1161 b,1787,5.18 Earths,16.163,2016
5075,Kepler-1126 c,2074,2.7 Earths,14.221,2023
5076,Kepler-1127 b,2748,4.5 Earths,15.162,2016
5077,Kepler-1128 b,3534,12.9 Earths,15.934,2016
5078,Kepler-1129 b,3862,9.06 Earths,15.661,2016
5079,Kepler-1129 c,3862,7.9 Earths,15.661,2016
5080,Kepler-112 b,1674,6.17 Earths,13.927,2014
5081,Kepler-112 c,1674,6.35 Earths,13.927,2014
5082,Kepler-1130 b,813,0.437 Earths,12.509,2016
5083,Kepler-1130 c,813,0.422 Earths,12.509,2021
5084,Kepler-1130 d,813,0.202 Earths,12.509,2021
5085,Kepler-1131 b,3362,3.15 Earths,15.01,2016
5086,Kepler-1132 b,2831,6.12 Earths,15.818,2016
5087,Kepler-1133 b,2457,4.54 Earths,14.785,2016
5088,Kepler-1134 b,3081,7.46 Earths,16.233,2016
5089,Kepler-1135 b,4288,4.08 Earths,14.545,2016
5090,Kepler-1136 b,1603,3.33 Earths,16.037,2016
5091,Kepler-1137 b,3007,5.48 Earths,12.827,2016
5092,Kepler-1138 b,2846,3.53 Earths,15.885,2016
5093,Kepler-1139 b,1615,1.81 Earths,14.229,2016
5094,Kepler-113 b,856,11.7 Earths,13.655,2014
5095,Kepler-113 c,856,8.7 Earths,13.655,2014
5096,Kepler-1140 b,2141,8.1 Earths,15.751,2016
5097,Kepler-1141 b,1284,0.477 Earths,12.403,2016
5098,Kepler-1142 b,4154,2.76 Earths,14.505,2016
5099,Kepler-1143 b,1811,3.43 Earths,15.493,2016
5100,Kepler-1143 c,1811,12.6 Earths,15.493,2016
5101,Kepler-1144 b,3721,4.62 Earths,14.943,2016
5102,Kepler-1145 b,2257,2.54 Earths,15.471,2016
5103,Kepler-1146 b,2293,2.04 Earths,15.953,2016
5104,Kepler-1147 b,5406,7.32 Earths,15.613,2016
5105,Kepler-1148 b,2041,3.5 Earths,15.533,2016
5106,Kepler-1149 b,3972,2.67 Earths,15.146,2016
5107,Kepler-114 b,847,6.8 Earths,13.961,2014
5108,Kepler-114 c,847,2.8 Earths,13.961,2013
5109,Kepler-114 d,847,3.9 Earths,13.961,2013
5110,Kepler-1150 b,1169,1.04 Earths,14.748,2016
5111,Kepler-1151 b,2226,5.56 Earths,15.005,2016
5112,Kepler-1152 b,702,0.59 Earths,15.31,2016
5113,Kepler-1153 b,3652,3.64 Earths,15.767,2016
5114,Kepler-1154 b,4763,6.08 Earths,14.953,2016
5115,Kepler-1154 c,4763,6.17 Earths,14.953,2016
5116,Kepler-1155 b,3682,4.78 Earths,14.799,2016
5117,Kepler-1156 b,2255,2.3 Earths,14.262,2016
5118,Kepler-1157 b,1116,1.32 Earths,14.603,2016
5119,Kepler-1158 b,4842,6.08 Earths,13.618,2016
5120,Kepler-1159 b,3959,6.21 Earths,14.678,2016
5121,Kepler-115 b,2034,1.32 Earths,13.545,2014
5122,Kepler-115 c,2034,7.27 Earths,13.545,2014
5123,Kepler-1160 b,3515,5.22 Earths,16.006,2016
5124,Kepler-1161 b,1787,5.18 Earths,16.163,2016
5125,Kepler-1162 b,3067,5.52 Earths,15.749,2016
5126,Kepler-1162 c,3067,3.93 Earths,15.749,2023
5127,Kepler-1163 b,1561,1.08 Earths,12.208,2016
5128,Kepler-1164 b,1408,1.46 Earths,14.321,2016
5129,Kepler-1165 b,5138,3.02 Earths,14.521,2016
5130,Kepler-1165 c,5138,11.2 Earths,14.521,2021
5131,Kepler-1166 b,2071,3.5 Earths,14.65,2016
5132,Kepler-1167 b,2678,3.57 Earths,16.047,2016
5133,Kepler-1168 b,2455,6.8 Earths,15.755,2016
5134,Kepler-1169 b,1705,0.779 Earths,12.707,2016
5135,Kepler-116 b,3116,11.6 Earths,13.744,2014
